,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,InfoDate
3550,28,Travel_Rarely,Research & Development,6,3,Technical Degree,1,3551,Male,2,Research Scientist,Married,23510,1,Y,16,8,0,6,4,6,3,3,31/12/2015
3551,46,Travel_Rarely,Research & Development,8,4,Other,1,3552,Male,3,Manager,Married,17020,5,Y,21,8,0,25,2,4,0,3,31/12/2015
3552,35,Travel_Rarely,Sales,4,4,Marketing,1,3553,Male,1,Laboratory Technician,Married,180410,3,Y,20,8,1,15,3,7,1,7,31/12/2015
3553,24,Travel_Rarely,Human Resources,28,4,Human Resources,1,3554,Male,3,Manufacturing Director,Married,28860,1,Y,19,8,1,1,5,1,0,0,31/12/2015
3554,33,Travel_Frequently,Research & Development,9,2,Medical,1,3555,Female,1,Sales Executive,Married,20970,1,Y,14,8,2,10,5,10,0,1,31/12/2015
3555,36,Travel_Rarely,Research & Development,9,2,Medical,1,3556,Male,2,Sales Executive,Divorced,119350,1,Y,11,8,3,7,6,7,1,7,31/12/2015
3556,30,Travel_Rarely,Sales,29,3,Marketing,1,3557,Male,1,Sales Executive,Divorced,25460,1,Y,14,8,1,10,2,10,8,9,31/12/2015
3557,44,Travel_Rarely,Research & Development,3,4,Medical,1,3558,Male,2,Research Scientist,Single,25640,1,Y,12,8,3,20,3,20,13,17,31/12/2015
3558,20,Travel_Rarely,Research & Development,18,4,Medical,1,3559,Male,1,Human Resources,Single,84120,1,Y,13,8,0,2,2,2,2,2,31/12/2015
3559,46,Travel_Rarely,Sales,9,1,Medical,1,3560,Female,1,Sales Executive,Divorced,141180,2,Y,22,8,0,12,3,6,1,4,31/12/2015
3560,42,Non-Travel,Research & Development,5,4,Medical,1,3561,Male,5,Sales Executive,Married,170460,7,Y,11,8,0,10,3,4,0,3,31/12/2015
3561,60,Travel_Rarely,Sales,2,2,Life Sciences,1,3562,Male,2,Sales Executive,Divorced,25640,0,Y,14,8,1,12,3,11,1,9,31/12/2015
3562,32,Travel_Frequently,Sales,10,3,Life Sciences,1,3563,Female,1,Sales Executive,Married,102660,1,Y,11,8,0,2,3,2,2,2,31/12/2015
3563,32,Travel_Frequently,Research & Development,9,3,Life Sciences,1,3564,Female,2,Research Scientist,Single,50700,4,Y,12,8,1,10,6,8,0,7,31/12/2015
3564,36,Travel_Rarely,Sales,3,2,Marketing,1,3565,Male,4,Healthcare Representative,Divorced,178610,2,Y,18,8,0,17,2,7,7,7,31/12/2015
3565,33,Travel_Rarely,Sales,26,2,Marketing,1,3566,Male,1,Research Scientist,Married,42300,0,Y,12,8,0,15,0,14,4,10,31/12/2015
3566,40,Travel_Rarely,Research & Development,1,3,Medical,1,3567,Female,2,Research Scientist,Divorced,37800,7,Y,12,8,0,7,2,5,1,3,31/12/2015
3567,25,Travel_Rarely,Research & Development,6,2,Medical,1,3568,Female,1,Laboratory Technician,Single,27680,0,Y,22,8,1,5,0,4,1,1,31/12/2015
3568,30,Travel_Rarely,Sales,9,3,Marketing,1,3569,Female,1,Research Scientist,Married,90710,0,Y,19,8,1,12,2,11,5,7,31/12/2015
3569,42,Travel_Frequently,Human Resources,8,2,Medical,1,3570,Male,1,Sales Executive,Married,106480,3,Y,13,8,1,20,1,1,0,0,31/12/2015
3570,35,Non-Travel,Research & Development,1,1,Life Sciences,1,3571,Male,2,Sales Executive,Married,136100,4,Y,22,8,2,16,4,13,4,12,31/12/2015
3571,27,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3572,Male,3,Manufacturing Director,Married,34080,1,Y,24,8,0,9,2,9,6,8,31/12/2015
3572,54,Travel_Frequently,Research & Development,9,2,Medical,1,3573,Male,2,Sales Representative,Divorced,29830,7,Y,14,8,1,33,2,5,1,4,31/12/2015
3573,44,Travel_Rarely,Human Resources,4,4,Life Sciences,1,3574,Male,5,Laboratory Technician,Married,76320,1,Y,21,8,0,10,3,10,7,7,31/12/2015
3574,19,Non-Travel,Sales,2,2,Other,1,3575,Male,3,Healthcare Representative,Single,98240,1,Y,18,8,0,1,2,1,0,0,31/12/2015
3575,29,Travel_Rarely,Research & Development,19,4,Life Sciences,1,3576,Male,1,Manufacturing Director,Divorced,99500,1,Y,20,8,0,3,3,3,1,2,31/12/2015
3576,54,Travel_Rarely,Research & Development,9,4,Life Sciences,1,3577,Male,2,Sales Executive,Married,20930,3,Y,19,8,0,36,2,10,0,9,31/12/2015
3577,31,Travel_Rarely,Research & Development,21,3,Life Sciences,1,3578,Male,2,Laboratory Technician,Married,99800,1,Y,12,8,0,6,1,6,0,1,31/12/2015
3578,31,Travel_Rarely,Sales,24,1,Marketing,1,3579,Female,1,Sales Executive,Single,38940,1,Y,12,8,0,10,3,10,1,8,31/12/2015
3579,59,Travel_Rarely,Research & Development,3,4,Technical Degree,1,3580,Male,1,Research Scientist,Single,40510,5,Y,16,8,3,13,3,6,0,5,31/12/2015
3580,43,Travel_Rarely,Research & Development,11,2,Life Sciences,1,3581,Male,3,Laboratory Technician,Married,168350,3,Y,17,8,1,25,3,8,0,7,31/12/2015
3581,49,Travel_Rarely,Sales,14,4,Life Sciences,1,3582,Male,2,Research Scientist,Married,62300,2,Y,14,8,0,23,2,1,0,0,31/12/2015
3582,36,Travel_Frequently,Sales,5,2,Marketing,1,3583,Female,1,Laboratory Technician,Married,47170,1,Y,19,8,1,12,3,11,0,7,31/12/2015
3583,48,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3584,Female,2,Laboratory Technician,Single,132370,5,Y,13,8,1,7,2,1,0,0,31/12/2015
3584,27,Travel_Rarely,Research & Development,6,4,Life Sciences,1,3585,Male,2,Laboratory Technician,Divorced,37550,1,Y,19,8,0,5,2,5,0,3,31/12/2015
3585,29,Travel_Rarely,Sales,17,4,Medical,1,3586,Male,1,Laboratory Technician,Divorced,65820,1,Y,19,8,1,6,3,6,1,0,31/12/2015
3586,48,Travel_Rarely,Sales,1,1,Marketing,1,3587,Male,2,Manufacturing Director,Single,74060,6,Y,14,8,2,25,2,1,0,0,31/12/2015
3587,29,Travel_Rarely,Research & Development,3,3,Technical Degree,1,3588,Female,2,Healthcare Representative,Divorced,48050,3,Y,16,8,1,9,2,7,1,7,31/12/2015
3588,34,Travel_Rarely,Sales,9,4,Medical,1,3589,Female,2,Laboratory Technician,Married,27410,0,Y,15,8,1,2,3,1,0,0,31/12/2015
3589,44,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3590,Female,1,Laboratory Technician,Married,42620,7,Y,18,8,0,26,2,22,3,10,31/12/2015
3590,33,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3591,Female,2,Research Scientist,Divorced,161840,0,Y,13,8,1,10,2,9,0,8,31/12/2015
3591,19,Travel_Rarely,Sales,2,4,Marketing,1,3592,Male,3,Laboratory Technician,Single,115570,1,Y,22,8,0,1,0,1,0,1,31/12/2015
3592,23,Travel_Rarely,Sales,2,3,Medical,1,3593,Male,3,Laboratory Technician,Married,18780,1,Y,13,8,1,1,2,1,0,1,31/12/2015
3593,25,Travel_Frequently,Research & Development,1,1,Life Sciences,1,3594,Male,1,Manufacturing Director,Single,109320,1,Y,11,8,1,1,3,1,1,0,31/12/2015
3594,26,Travel_Rarely,Human Resources,9,3,Life Sciences,1,3595,Male,2,Research Scientist,Single,68110,1,Y,11,8,1,8,4,8,2,2,31/12/2015
3595,45,Travel_Rarely,Human Resources,12,3,Human Resources,1,3596,Male,2,Laboratory Technician,Single,43060,2,Y,11,8,2,26,3,24,1,11,31/12/2015
3596,55,Non-Travel,Research & Development,27,3,Life Sciences,1,3597,Female,2,Manager,Divorced,48590,1,Y,24,8,1,34,3,33,15,0,31/12/2015
3597,21,Travel_Frequently,Research & Development,20,2,Medical,1,3598,Female,4,Research Scientist,Single,53370,1,Y,14,8,1,2,2,2,2,2,31/12/2015
3598,46,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3599,Male,1,Manufacturing Director,Married,23400,2,Y,13,8,1,26,2,11,0,8,31/12/2015
3599,34,Travel_Rarely,Sales,13,4,Medical,1,3600,Male,3,Sales Representative,Single,74910,0,Y,14,8,1,4,3,3,0,2,31/12/2015
3600,51,Travel_Frequently,Research & Development,14,3,Life Sciences,1,3601,Male,2,Research Director,Divorced,105270,4,Y,14,8,0,31,3,29,11,10,31/12/2015
3601,59,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3602,Male,2,Research Scientist,Single,165950,6,Y,21,8,1,25,2,9,5,4,31/12/2015
3602,34,Travel_Frequently,Sales,14,4,Medical,1,3603,Female,3,Research Scientist,Divorced,88340,4,Y,13,8,1,15,1,11,5,10,31/12/2015
3603,28,Travel_Frequently,Research & Development,2,3,Other,1,3604,Female,1,Manager,Single,55770,0,Y,19,8,0,5,3,4,0,2,31/12/2015
3604,44,Travel_Rarely,Research & Development,3,4,Life Sciences,1,3605,Male,2,Research Scientist,Divorced,47070,1,Y,17,8,0,26,4,25,14,13,31/12/2015
3605,34,Travel_Frequently,Sales,1,3,Life Sciences,1,3606,Male,2,Sales Executive,Married,24000,4,Y,18,8,1,14,3,10,1,8,31/12/2015
3606,35,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3607,Male,4,Healthcare Representative,Married,98240,0,Y,19,8,0,4,2,3,2,2,31/12/2015
3607,42,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3608,Female,1,Manager,Married,64470,6,Y,13,8,0,18,3,1,0,0,31/12/2015
3608,43,Travel_Rarely,Research & Development,7,2,Medical,1,3609,Female,1,Laboratory Technician,Single,195020,3,Y,18,8,2,23,3,21,15,17,31/12/2015
3609,36,Travel_Rarely,Research & Development,2,4,Medical,1,3610,Male,1,Healthcare Representative,Single,27250,9,Y,21,8,1,18,4,16,5,12,31/12/2015
3610,44,Travel_Rarely,Research & Development,21,4,Life Sciences,1,3611,Female,2,Laboratory Technician,Married,62720,1,Y,19,8,1,10,3,10,0,5,31/12/2015
3611,28,Travel_Frequently,Research & Development,2,3,Life Sciences,1,3612,Female,2,Sales Representative,Married,21270,1,Y,14,8,0,2,3,2,2,2,31/12/2015
3612,51,Travel_Frequently,Sales,21,4,Medical,1,3613,Male,2,Research Scientist,Single,182000,0,Y,17,8,0,8,3,7,7,7,31/12/2015
3613,30,Non-Travel,Research & Development,2,4,Other,1,3614,Male,1,Research Scientist,Single,20960,7,Y,11,8,3,10,2,8,1,7,31/12/2015
3614,29,Travel_Rarely,Research & Development,29,4,Technical Degree,1,3615,Female,1,Sales Representative,Divorced,28860,3,Y,13,8,0,10,4,7,7,7,31/12/2015
3615,28,Travel_Rarely,Sales,1,4,Life Sciences,1,3616,Female,2,Sales Representative,Single,20330,2,Y,15,8,1,5,5,3,1,2,31/12/2015
3616,25,Travel_Rarely,Research & Development,18,2,Life Sciences,1,3617,Male,1,Research Scientist,Single,36220,1,Y,25,8,0,2,0,2,2,1,31/12/2015
3617,32,Travel_Rarely,Research & Development,10,4,Other,1,3618,Female,1,Sales Executive,Married,42330,1,Y,11,8,0,10,5,10,0,8,31/12/2015
3618,45,Travel_Frequently,Research & Development,19,3,Medical,1,3619,Male,3,Laboratory Technician,Single,36810,3,Y,17,8,1,22,2,0,0,0,31/12/2015
3619,39,Travel_Rarely,Sales,29,1,Marketing,1,3620,Female,1,Laboratory Technician,Divorced,54600,6,Y,13,8,2,21,3,19,15,2,31/12/2015
3620,58,Travel_Rarely,Research & Development,27,3,Other,1,3621,Male,2,Laboratory Technician,Divorced,21870,1,Y,18,8,1,2,1,2,2,2,31/12/2015
3621,32,Travel_Rarely,Research & Development,5,3,Technical Degree,1,3622,Female,1,Sales Executive,Married,96020,1,Y,13,8,1,10,3,10,1,1,31/12/2015
3622,39,Travel_Rarely,Research & Development,18,2,Life Sciences,1,3623,Male,2,Laboratory Technician,Single,28360,0,Y,20,8,0,6,3,5,0,3,31/12/2015
3623,30,Travel_Rarely,Sales,9,1,Marketing,1,3624,Male,4,Research Director,Married,40890,0,Y,18,8,0,10,2,9,6,7,31/12/2015
3624,36,Travel_Rarely,Sales,1,3,Marketing,1,3625,Male,2,Sales Executive,Married,166270,3,Y,12,8,0,10,5,7,1,7,31/12/2015
3625,46,Travel_Rarely,Sales,4,3,Medical,1,3626,Male,1,Research Scientist,Single,26190,6,Y,12,8,1,10,3,7,5,7,31/12/2015
3626,28,Non-Travel,Research & Development,1,3,Medical,1,3627,Male,5,Sales Executive,Married,56790,0,Y,13,8,0,10,2,9,7,5,31/12/2015
3627,50,Travel_Rarely,Research & Development,20,2,Medical,1,3628,Female,5,Laboratory Technician,Married,154020,4,Y,21,8,0,25,3,3,1,2,31/12/2015
3628,40,Travel_Rarely,Sales,8,1,Other,1,3629,Male,1,Laboratory Technician,Single,59850,2,Y,13,8,3,9,1,5,1,0,31/12/2015
3629,52,Travel_Rarely,Research & Development,3,2,Technical Degree,1,3630,Male,3,Laboratory Technician,Single,25790,9,Y,19,8,1,10,1,8,7,7,31/12/2015
3630,30,Travel_Rarely,Research & Development,6,4,Medical,1,3631,Female,1,Sales Executive,Married,30410,1,Y,11,8,1,9,2,9,0,8,31/12/2015
3631,39,Travel_Rarely,Research & Development,26,1,Medical,1,3632,Male,2,Healthcare Representative,Single,34470,0,Y,14,8,0,9,5,8,1,7,31/12/2015
3632,31,Non-Travel,Research & Development,1,2,Medical,1,3633,Male,1,Sales Executive,Divorced,195130,1,Y,12,8,1,10,1,10,9,6,31/12/2015
3633,41,Non-Travel,Sales,6,3,Life Sciences,1,3634,Female,1,Research Director,Single,27730,1,Y,11,8,0,19,3,19,11,9,31/12/2015
3634,31,Travel_Frequently,Research & Development,3,1,Life Sciences,1,3635,Male,1,Sales Executive,Single,71040,1,Y,14,8,1,3,3,3,2,2,31/12/2015
3635,44,Travel_Rarely,Sales,5,3,Life Sciences,1,3636,Male,1,Laboratory Technician,Married,63220,4,Y,11,8,1,10,2,3,1,2,31/12/2015
3636,42,Non-Travel,Research & Development,4,3,Life Sciences,1,3637,Male,2,Laboratory Technician,Married,20830,0,Y,12,8,2,21,3,20,2,10,31/12/2015
3637,55,Travel_Rarely,Sales,11,3,Technical Degree,1,3638,Male,2,Manufacturing Director,Married,83810,4,Y,15,8,1,23,3,19,9,11,31/12/2015
3638,56,Travel_Rarely,Sales,3,2,Medical,1,3639,Female,3,Manufacturing Director,Single,26910,6,Y,16,8,1,36,6,7,7,7,31/12/2015
3639,40,Non-Travel,Research & Development,1,1,Life Sciences,1,3640,Male,1,Laboratory Technician,Divorced,42860,9,Y,15,8,0,6,6,4,0,0,31/12/2015
3640,34,Travel_Rarely,Research & Development,3,2,Technical Degree,1,3641,Male,2,Research Director,Divorced,26590,0,Y,24,8,3,10,2,9,1,6,31/12/2015
3641,40,Travel_Rarely,Sales,4,3,Medical,1,3642,Male,2,Sales Executive,Single,94340,1,Y,13,8,1,9,3,9,8,8,31/12/2015
3642,41,Travel_Frequently,Sales,1,4,Other,1,3643,Female,2,Healthcare Representative,Divorced,55610,0,Y,11,8,0,10,2,9,1,7,31/12/2015
3643,35,Travel_Frequently,Sales,1,2,Technical Degree,1,3644,Male,2,Manager,Single,66460,1,Y,13,8,1,9,2,9,1,1,31/12/2015
3644,51,Travel_Rarely,Sales,18,2,Life Sciences,1,3645,Male,4,Manufacturing Director,Divorced,77250,1,Y,13,8,1,33,2,33,0,10,31/12/2015
3645,38,Travel_Rarely,Sales,2,4,Life Sciences,1,3646,Female,1,Research Scientist,Divorced,107250,3,Y,18,8,0,11,5,7,1,7,31/12/2015
3646,34,Travel_Rarely,Sales,4,3,Life Sciences,1,3647,Male,2,Research Scientist,Single,88470,1,Y,16,8,0,10,3,10,9,6,31/12/2015
3647,25,Travel_Rarely,Research & Development,6,2,Medical,1,3648,Female,4,Research Scientist,Married,20450,3,Y,19,8,0,7,3,3,1,2,31/12/2015
3648,58,Travel_Rarely,Sales,1,4,Technical Degree,1,3649,Male,2,Sales Executive,Married,10090,7,Y,13,8,2,31,3,10,5,9,31/12/2015
3649,40,Travel_Rarely,Research & Development,14,4,Medical,1,3650,Female,1,Research Scientist,Married,33480,3,Y,22,8,0,7,2,4,0,3,31/12/2015
3650,36,Travel_Frequently,Sales,16,2,Life Sciences,1,3651,Male,1,Research Scientist,Married,12810,2,Y,11,8,0,17,2,15,6,13,31/12/2015
3651,48,Travel_Rarely,Research & Development,2,1,Life Sciences,1,3652,Male,2,Research Scientist,Single,28190,1,Y,20,8,0,11,2,10,0,8,31/12/2015
3652,27,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3653,Female,2,Laboratory Technician,Married,48510,8,Y,18,8,0,5,2,1,0,0,31/12/2015
3653,51,Travel_Rarely,Research & Development,4,1,Medical,1,3654,Female,3,Manufacturing Director,Single,40280,3,Y,14,8,0,29,3,5,0,3,31/12/2015
3654,18,Non-Travel,Research & Development,1,4,Medical,1,3655,Male,2,Sales Executive,Single,27200,1,Y,22,8,1,0,2,0,0,0,31/12/2015
3655,35,Travel_Rarely,Research & Development,1,4,Other,1,3656,Female,2,Research Director,Married,81200,0,Y,13,8,0,10,2,9,0,0,31/12/2015
3656,27,Travel_Frequently,Research & Development,26,4,Medical,1,3657,Female,1,Research Director,Single,46470,3,Y,17,8,0,8,3,6,0,0,31/12/2015
3657,55,Travel_Rarely,Research & Development,19,3,Technical Degree,1,3658,Male,1,Human Resources,Single,46800,6,Y,14,8,3,24,0,19,3,8,31/12/2015
3658,56,Travel_Rarely,Research & Development,24,4,Life Sciences,1,3659,Male,2,Laboratory Technician,Married,32210,4,Y,15,8,2,33,2,19,15,9,31/12/2015
3659,34,Non-Travel,Sales,1,2,Life Sciences,1,3660,Male,2,Research Scientist,Divorced,86210,1,Y,17,8,1,5,1,5,0,0,31/12/2015
3660,40,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3661,Male,2,Sales Executive,Divorced,45770,5,Y,11,8,1,15,3,12,11,8,31/12/2015
3661,34,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3662,Male,1,Research Scientist,Married,45530,4,Y,18,8,1,10,2,8,7,7,31/12/2015
3662,31,Travel_Frequently,Research & Development,2,2,Medical,1,3663,Female,2,Manufacturing Director,Single,53960,7,Y,17,8,1,3,2,1,0,0,31/12/2015
3663,35,Travel_Frequently,Research & Development,1,2,Medical,1,3664,Male,1,Manufacturing Director,Married,67960,0,Y,13,8,0,5,2,4,3,2,31/12/2015
3664,38,Travel_Frequently,Research & Development,7,3,Medical,1,3665,Female,2,Sales Representative,Divorced,76250,1,Y,15,8,0,4,2,4,0,3,31/12/2015
3665,34,Travel_Rarely,Research & Development,10,4,Other,1,3666,Female,2,Laboratory Technician,Single,74120,1,Y,24,8,0,14,4,14,4,11,31/12/2015
3666,28,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3667,Female,2,Healthcare Representative,Married,111590,1,Y,12,8,0,5,2,5,0,4,31/12/2015
3667,31,Travel_Rarely,Research & Development,15,2,Life Sciences,1,3668,Male,2,Sales Executive,Married,49600,1,Y,15,8,0,10,3,10,6,7,31/12/2015
3668,39,Travel_Rarely,Research & Development,17,4,Technical Degree,1,3669,Female,2,Healthcare Representative,Married,104750,3,Y,11,8,1,8,3,5,1,4,31/12/2015
3669,51,Travel_Frequently,Research & Development,20,3,Medical,1,3670,Male,2,Sales Executive,Married,148140,2,Y,11,8,1,14,2,4,3,2,31/12/2015
3670,41,Travel_Frequently,Research & Development,1,3,Life Sciences,1,3671,Male,4,Sales Executive,Divorced,191410,3,Y,12,8,1,12,2,6,3,3,31/12/2015
3671,37,Travel_Rarely,Research & Development,2,2,Medical,1,3672,Female,1,Healthcare Representative,Married,54050,7,Y,15,8,0,8,3,6,1,3,31/12/2015
3672,33,Travel_Frequently,Research & Development,2,3,Medical,1,3673,Female,1,Sales Executive,Married,87930,6,Y,17,8,0,8,2,5,1,2,31/12/2015
3673,32,Travel_Rarely,Research & Development,1,4,Medical,1,3674,Male,5,Research Director,Married,191890,0,Y,12,8,1,4,3,3,1,2,31/12/2015
3674,39,Non-Travel,Research & Development,29,2,Life Sciences,1,3675,Male,2,Sales Executive,Married,38750,3,Y,15,8,0,13,3,6,0,5,31/12/2015
3675,25,Travel_Rarely,Research & Development,7,4,Life Sciences,1,3676,Male,1,Sales Executive,Married,22160,2,Y,13,8,3,6,2,3,1,2,31/12/2015
3676,52,Travel_Frequently,Research & Development,2,1,Life Sciences,1,3677,Male,2,Sales Executive,Married,117130,2,Y,14,8,0,24,2,5,0,2,31/12/2015
3677,43,Travel_Rarely,Research & Development,2,2,Medical,1,3678,Male,1,Laboratory Technician,Single,78610,1,Y,14,8,2,20,1,20,1,8,31/12/2015
3678,27,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3679,Male,1,Human Resources,Married,37080,1,Y,16,8,2,6,2,6,4,4,31/12/2015
3679,27,Travel_Rarely,Research & Development,2,5,Life Sciences,1,3680,Female,1,Research Scientist,Single,137700,1,Y,18,8,1,8,3,8,7,7,31/12/2015
3680,26,Travel_Rarely,Research & Development,2,2,Other,1,3681,Male,3,Laboratory Technician,Single,53040,0,Y,20,8,1,5,2,4,1,1,31/12/2015
3681,42,Travel_Rarely,Sales,23,3,Marketing,1,3682,Female,3,Research Scientist,Married,26420,0,Y,13,8,1,21,3,20,0,9,31/12/2015
3682,52,Travel_Rarely,Research & Development,5,2,Life Sciences,1,3683,Female,1,Healthcare Representative,Married,27590,9,Y,18,8,1,12,6,5,0,4,31/12/2015
3683,37,Travel_Rarely,Research & Development,20,5,Life Sciences,1,3684,Male,2,Manager,Single,68040,4,Y,13,8,1,8,1,3,0,2,31/12/2015
3684,35,Travel_Frequently,Research & Development,6,4,Medical,1,3685,Female,2,Research Director,Single,61420,2,Y,15,8,1,10,2,2,2,2,31/12/2015
3685,25,Travel_Rarely,Research & Development,1,4,Medical,1,3686,Male,2,Sales Executive,Married,25000,4,Y,14,8,2,7,2,3,0,2,31/12/2015
3686,26,Travel_Rarely,Research & Development,29,4,Life Sciences,1,3687,Male,1,Research Scientist,Single,63890,0,Y,22,8,0,8,2,7,0,7,31/12/2015
3687,29,Travel_Rarely,Sales,9,3,Life Sciences,1,3688,Male,1,Laboratory Technician,Single,111030,1,Y,12,8,0,10,5,10,0,9,31/12/2015
3688,49,Travel_Frequently,Sales,6,5,Medical,1,3689,Female,2,Healthcare Representative,Single,23420,3,Y,18,8,0,20,2,4,1,3,31/12/2015
3689,29,Travel_Frequently,Sales,3,2,Marketing,1,3690,Female,2,Laboratory Technician,Single,68110,0,Y,15,8,1,9,2,8,7,7,31/12/2015
3690,54,Travel_Rarely,Sales,1,3,Medical,1,3691,Female,2,Manager,Single,22970,6,Y,18,8,2,29,2,20,12,7,31/12/2015
3691,58,Travel_Rarely,Sales,22,3,Life Sciences,1,3692,Female,2,Laboratory Technician,Married,24500,3,Y,12,8,1,32,2,9,1,5,31/12/2015
3692,55,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3693,Female,3,Research Scientist,Divorced,50930,2,Y,16,8,1,31,3,7,0,0,31/12/2015
3693,36,Travel_Rarely,Research & Development,1,3,Medical,1,3694,Male,2,Sales Executive,Single,53090,3,Y,13,8,0,15,5,5,0,1,31/12/2015
3694,31,Travel_Frequently,Sales,4,3,Life Sciences,1,3695,Male,2,Manager,Single,30570,1,Y,19,8,0,1,3,1,0,0,31/12/2015
3695,30,Travel_Rarely,Sales,3,3,Life Sciences,1,3696,Male,3,Sales Executive,Divorced,51210,7,Y,13,8,0,8,4,3,0,2,31/12/2015
3696,31,Travel_Rarely,Research & Development,1,3,Medical,1,3697,Male,1,Laboratory Technician,Single,168560,3,Y,12,8,1,9,3,3,1,0,31/12/2015
3697,34,Travel_Frequently,Sales,2,1,Marketing,1,3698,Female,5,Manager,Divorced,26860,5,Y,11,8,0,10,3,4,1,3,31/12/2015
3698,31,Travel_Rarely,Sales,20,3,Technical Degree,1,3699,Male,1,Research Scientist,Single,61800,1,Y,14,8,1,1,2,1,0,0,31/12/2015
3699,27,Travel_Rarely,Human Resources,11,4,Medical,1,3700,Male,4,Sales Executive,Married,66320,0,Y,16,8,0,6,3,5,1,4,31/12/2015
3700,36,Travel_Rarely,Sales,1,3,Marketing,1,3701,Male,2,Research Scientist,Single,35050,1,Y,12,8,2,10,2,10,1,8,31/12/2015
3701,36,Travel_Rarely,Research & Development,24,3,Other,1,3702,Female,3,Research Director,Married,63970,4,Y,14,8,1,11,3,3,0,2,31/12/2015
3702,47,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3703,Female,2,Sales Executive,Married,62740,7,Y,14,8,2,17,0,6,1,2,31/12/2015
3703,25,Travel_Rarely,Sales,16,4,Life Sciences,1,3704,Male,2,Research Scientist,Married,198590,3,Y,19,8,0,6,3,3,2,2,31/12/2015
3704,37,Non-Travel,Sales,8,4,Medical,1,3705,Male,1,Healthcare Representative,Single,75870,0,Y,22,8,1,7,5,6,1,3,31/12/2015
3705,56,Travel_Rarely,Research & Development,10,4,Other,1,3706,Male,2,Sales Representative,Married,42580,2,Y,16,8,0,5,2,3,1,0,31/12/2015
3706,47,Travel_Rarely,Research & Development,3,2,Medical,1,3707,Male,2,Laboratory Technician,Married,43640,3,Y,11,8,1,26,3,20,5,6,31/12/2015
3707,24,Travel_Rarely,Research & Development,5,1,Other,1,3708,Male,1,Manufacturing Director,Married,43350,1,Y,15,8,1,5,5,5,0,3,31/12/2015
3708,32,Travel_Rarely,Sales,4,3,Marketing,1,3709,Male,1,Research Scientist,Married,53260,4,Y,14,8,1,7,2,4,0,3,31/12/2015
3709,34,Travel_Rarely,Research & Development,9,2,Medical,1,3710,Male,1,Sales Executive,Married,32800,5,Y,13,8,0,7,3,5,0,2,31/12/2015
3710,41,Travel_Rarely,Research & Development,26,3,Medical,1,3711,Female,3,Sales Executive,Married,54850,2,Y,17,8,2,7,2,4,0,3,31/12/2015
3711,40,Non-Travel,Sales,3,2,Life Sciences,1,3712,Male,1,Sales Executive,Divorced,43420,3,Y,11,8,1,11,6,8,0,7,31/12/2015
3712,31,Travel_Rarely,Research & Development,16,3,Medical,1,3713,Male,2,Human Resources,Divorced,27820,1,Y,19,8,1,13,5,13,9,9,31/12/2015
3713,46,Travel_Rarely,Research & Development,18,1,Medical,1,3714,Male,1,Manufacturing Director,Divorced,59800,4,Y,11,8,1,28,2,7,4,3,31/12/2015
3714,39,Non-Travel,Research & Development,2,4,Medical,1,3715,Male,2,Manufacturing Director,Single,43810,2,Y,15,8,2,11,1,1,0,0,31/12/2015
3715,31,Travel_Frequently,Sales,2,3,Medical,1,3716,Male,2,Sales Executive,Single,25720,1,Y,13,8,3,10,3,10,4,7,31/12/2015
3716,45,Travel_Rarely,Sales,10,2,Marketing,1,3717,Male,1,Sales Executive,Divorced,38330,2,Y,14,8,0,24,1,7,0,7,31/12/2015
3717,31,Travel_Rarely,Research & Development,16,4,Life Sciences,1,3718,Male,3,Human Resources,Single,42440,9,Y,13,8,0,8,3,3,0,2,31/12/2015
3718,31,Travel_Frequently,Research & Development,7,4,Life Sciences,1,3719,Male,1,Laboratory Technician,Married,65000,6,Y,23,8,1,7,5,2,2,2,31/12/2015
3719,45,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3720,Female,1,Research Scientist,Married,184300,4,Y,12,8,1,10,5,3,1,2,31/12/2015
3720,48,Travel_Rarely,Research & Development,24,3,Technical Degree,1,3721,Male,2,Research Scientist,Divorced,16010,4,Y,12,8,0,15,3,2,2,2,31/12/2015
